Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors
YugaByte,1000000000,10/28/2021,Data management & analytics,Sunnyvale,United States,North America,2016,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures"
At-Bay,1000000000,7/27/2021,Fintech,Mountain View,United States,North America,2016,292000000,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
BenevolentAI,1000000000,6/2/2015,Artificial intelligence,London,United Kingdom,Europe,2013,292000000,Woodford Investment Management
Vedantu,1000000000,9/29/2021,Edtech,Bengaluru,India,Asia,2014,292000000,"Accel, Tiger Global Management, Omidyar Network"
AppsFlyer,2000000000,1/21/2020,Mobile & telecommunications,San Francisco,United States,North America,2011,293000000,"Magma Venture Partners, Pitango Venture Capital, Qumra Capital"
Meero,1000000000,6/18/2019,Artificial intelligence,Paris,France,Europe,2016,293000000,"Aglae Ventures, Global Founders Capital, Alven Capital"
Ripple,10000000000,12/20/2019,Fintech,San Francisco,United States,North America,2012,294000000,"IDG Capital, Venture51, Lightspeed Venture Partners"
Rec Room,4000000000,3/23/2021,Internet software & services,Seattle,United States,North America,2016,294000000,"First Round Capital, Sequoia Capital, Index Ventures"
fabric,1000000000,2/24/2022,E-commerce & direct-to-consumer,Bellevue,United States,North America,2017,294000000,"Redpoint Ventures, Norwest Venture Partners, Sierra Ventures"
Augury,1000000000,10/26/2021,Artificial intelligence,New York,United States,North America,2011,294000000,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Fabric,1000000000,10/26/2021,"Supply chain, logistics, & delivery",New York,United States,North America,2015,294000000,"Innovation Endeavors, Aleph, Temasek"
Aledade,2000000000,1/19/2021,Health,Bethesda,United States,North America,2014,295000000,"Venrock, CVF Capital Partners, ARCH Venture Partners"
Spring Health,2000000000,9/16/2021,Health,New York,United States,North America,2016,296000000,"Rethink Impact, Work-Bench, RRE Ventures"
SWORD Health,2000000000,11/22/2021,Health,New York,United States,North America,2015,296000000,"Khosla Ventures, Green Innovations, Founders Fund"
National Stock Exchange of India,7000000000,7/1/2020,Fintech,Mumbai,India,Asia,1998,297000000,"TA Associates, SoftBank Group, GS Growth"
Transcarent,2000000000,1/11/2022,Health,San Francisco,United States,North America,2020,298000000,"Alta Partners, General Catalyst, Jove Equity Partners"
Huaqin Telecom Technology,2000000000,10/8/2019,Mobile & telecommunications,Shanghai,China,Asia,2005,298000000,"Zhangjiang Haocheng Venture Capital, Walden International, Intel Capital"
Blockstream,3000000000,8/24/2021,Fintech,Vancouver,Canada,North America,2014,299000000,"AME Cloud Ventures, Future Perfect Ventures, Blockchain Capital"
Veho,2000000000,12/21/2021,"Supply chain, logistics, & delivery",Boulder,United States,North America,2016,299000000,"General Catalyst, Origin Ventures, Fontinalis Partners"
Everlaw,2000000000,3/10/2020,Internet software & services,Oakland,United States,North America,2010,299000000,"K9 Ventures, Menlo Ventures, Andreessen Horowitz"
Fever Labs,1000000000,1/26/2022,Internet software & services,New York,United States,North America,2012,299000000,"Accel, 14W, GS Growth"
Locus Robotics,1000000000,2/17/2021,Hardware,Wilmington,United States,North America,2014,299000000,"Scale Venture Partners, Bond, Tiger Global Management"
ConcertAI,2000000000,3/29/2022,Artificial Intelligence,Boston,United States,North America,2018,300000000,"Sixth Street Partners, Declaration Partners, Maverick Ventures Israel"
ClickHouse,2000000000,10/28/2021,Data management & analytics,Portola Valley,United States,North America,2021,300000000,"Lightspeed Venture Partners, Almaz Capital Partners, Altimeter Capital"
SmartMore,1000000000,6/24/2021,Artificial Intelligence,Shenzhen,China,Asia,2019,300000000,"IDG Capital, ZhenFund, Sequoia Capital China"
58 Daojia,1000000000,10/12/2015,Internet software & services,Beijing,China,Asia,2014,300000000,"KKR, Alibaba Group, Ping An Insurance"
Maimai,1000000000,11/15/2017,Mobile & telecommunications,Beijing,China,Asia,2013,300000000,"Morningside Venture Capital, IDG Capital, DCM Ventures"
CoinSwitch Kuber,2000000000,10/6/2021,Fintech,Bangalore,India,Asia,2017,301000000,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
Chipper Cash,2000000000,5/31/2021,Fintech,San Francisco,United States,North America,2017,302000000,"Deciens Capital, Bezos Expeditions, 500 Startups"
Huike Group,1000000000,5/24/2018,Edtech,Beijing,China,Asia,2010,302000000,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Astranis Space Technologies,1000000000,4/14/2021,Mobile & telecommunications,San Francisco,United States,North America,2015,303000000,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund"
Enpal,1000000000,10/18/2021,Internet software & services,Berlin,Germany,Europe,2017,304000000,"HV Capital, Softbank Group, BlackRock"
Lightricks,2000000000,7/31/2019,Artificial intelligence,Jerusalem,Israel,Asia,2013,305000000,"Viola Ventures, Insight Partners, ClalTech, Goldman Sachs"
Moveworks,2000000000,6/30/2021,Artificial intelligence,Mountain View,United States,North America,2016,305000000,"Lightspeed Venture Partners, Sapphire Ventures, Kleiner Perkins Caufield & Byers"
Clearcover,1000000000,4/13/2021,Fintech,Chicago,United States,North America,2016,305000000,"American Family Ventures, Cox Enterprises, OMERS Ventures"
KnowBox,1000000000,5/30/2019,Edtech,Beijing,China,Asia,2014,306000000,"TAL Education Group, Legend Star, Alibaba Group"
WTOIP,1000000000,4/8/2018,Internet software & services,Guangzhou,China,Asia,2013,307000000,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital"
Staffbase,1000000000,3/15/2022,Internet software & services,Chemnitz,Germany,Europe,2014,307000000,"Insight Partners, e.ventures, General Atlantic"
Vox Media,1000000000,8/12/2015,Internet software & services,Washington,United States,North America,2011,308000000,"Accel Partners, Comcast Ventures, General Atlantic"
Public,1000000000,2/17/2021,Fintech,New York,United States,North America,2008,309000000,"Accel, Greycroft, Advancit Capital"
Matillion,2000000000,9/15/2021,Data management & analytics,Altrincham,United Kingdom,Europe,2011,310000000,"Scale Venture Partners, Sapphire Ventures, Battery Ventures"
Globality,1000000000,1/22/2019,Artificial intelligence,Menlo Park,United States,North America,2015,310000000,SoftBank Group
TalkingData,1000000000,1/6/2021,Mobile & telecommunications,Beijing,China,Asia,2013,310000000,"N5 Capital, CR Capital Mgmt, JD Digits"
MyGlamm,1000000000,11/10/2021,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,310000000,"L'Occitane, Trifecta Capital, Bessemer Venture Partners"
Savage X Fenty,1000000000,2/10/2021,E-commerce & direct-to-consumer,El Segundo,United States,North America,2018,310000000,"Speedinvest, Valar Ventures, Uniqa Ventures"
Sky Mavis,3000000000,10/4/2021,Internet software & services,Ho Chi Minh City,Vietnam,Asia,2019,311000000,"Fabric Ventures, 500 Global, Standard Crypto"
Gousto,2000000000,11/3/2020,"Supply chain, logistics, & delivery",London,United Kingdom,Europe,2012,311000000,"MMC Ventures, BGF Ventures, Unilever Ventures"
Vercel,3000000000,6/23/2021,Internet software & services,San Francisco,United States,North America,2015,313000000,"CRV, Accel, Google Ventures"
Side,3000000000,3/22/2021,Internet software & services,San Francisco,United States,North America,2017,314000000,"Coatue Managemeny, Trinity Ventures, Matrix Partners"
Komodo Health,3000000000,5/22/2020,Health,San Francisco,United States,North America,2014,314000000,"Andreessen Horowitz, IA Ventures, Felicis Ventures"
Spendesk,1000000000,1/18/2022,Fintech,Paris,France,Europe,2015,314000000,"Index Ventures, Eight Roads Ventures, General Atlantic"
Scalable Capital,1000000000,6/8/2021,Fintech,Munich,Germany,Europe,2014,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures"
FLASH,1000000000,3/16/2022,Fintech,Austin,United States,North America,2011,314000000,"L Catterton, Trellis Partners, Vista Equity Partners"
CircleCI,2000000000,5/11/2021,Internet software & services,San Francisco,United States,North America,2011,315000000,"Threshold Ventures, Baseline Ventures, Harrison Metal"
LTK,2000000000,11/22/2021,Internet software & services,Dallas,United States,North America,2011,315000000,"SoftBank Group, Maverick Capital"
iTutorGroup,1000000000,11/18/2015,Edtech,Shanghai,China,Asia,1998,315000000,"QiMing Venture Partners, Temasek Holdings, Silverlink Capital"
Prime Medicine,1000000000,7/13/2021,Health,Cambridge,United States,North America,2019,315000000,"Newpath Partners, Google Ventures, F-Prime Capital"
BigPanda,1000000000,1/12/2022,Artificial intelligence,Mountain View,United States,North America,2012,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel"
Degreed,1000000000,4/13/2021,Edtech,Pleasanton,United States,North America,2012,318000000,"Signal Peak Ventures, Owl Ventures, Jump Capital"
Extend,2000000000,5/18/2021,Fintech,San Francisco,United States,North America,2004,320000000,"GreatPoint Ventures, Meritech Capital Partners, PayPal Ventures"
Olist,2000000000,12/15/2021,E-commerce & direct-to-consumer,Curitiba,Brazil,South America,2015,320000000,"Redpoint e.ventures, Valor Capital Group, SoftBank Latin America Fund"
M1 Finance,1000000000,7/14/2021,Fintech,Chicago,United States,North America,2015,323000000,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital"
Elemy,1000000000,10/6/2021,Health,San Francisco,United States,North America,2019,323000000,"General Catalyst, Bling Capital, Felicis Ventures"
FalconX,4000000000,8/10/2021,Fintech,San Mateo,United States,North America,2018,324000000,"Tiger Global Management, American Express Ventures, B Capital Group"
OVO Energy,1000000000,2/14/2019,Other,Bristol,United Kingdom,Europe,2009,324000000,"Mitsubishi Corporation, Mayfair Equity Partners"
Infinidat,2000000000,4/29/2015,Hardware,Waltham,United States,North America,2011,325000000,"TPG Growth, Goldman Sachs"
Honor Technology,1000000000,10/5/2021,Internet software & services,San Francisco,United States,North America,2014,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital"
Gaussian Robotics,1000000000,11/10/2021,Hardware,Shanghai,China,Asia,2013,325000000,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
DriveNets,1000000000,1/27/2021,Internet software & services,Ra'anana,Israel,Asia,2015,325000000,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
MediaMath,1000000000,7/10/2018,Internet software & services,New York,United States,North America,2007,325000000,"Silicon Valley Bank, QED Investors, European Founders Fund"
Cedar,3000000000,3/9/2021,Fintech,New York,United States,North America,2016,326000000,"Thrive Capital, Founders Fund, Cocnord Health Partners"
Swile,1000000000,10/11/2021,Fintech,Montpellier,France,Europe,2016,326000000,"Index Ventures, IDInvest Partners, Daphni"
Amber Group,3000000000,6/21/2021,Fintech,,Hong Kong,Asia,2015,328000000,"Tiger Global Management, Tiger Brokers, DCM Ventures"
Clarify Health,1000000000,4/5/2022,Health,San Francisco,United States,North America,2015,328000000,"KKR, Aspenwood Ventures, Spark Capital"
Shield AI,1000000000,8/24/2021,Artificial intelligence,San Diego,United States,North America,2015,328000000,"Andreessen Horowitz, Homebrew, Point72 Ventures"
Lattice,3000000000,3/23/2021,Internet software & services,San Francisco,United States,North America,2015,329000000,"Khosla Ventures, Thrive Capital, Y Combinator"
Rad Power Bikes,1000000000,10/28/2021,Auto & transportation,Seattle,United States,North America,2007,329000000,"Durable Capital Partners, Cercano Management, T. Rowe Price"
LaunchDarkly,3000000000,8/10/2021,Internet software & services,Oakland,United States,North America,2014,330000000,"Uncork Capital, Threshold Ventures, Bloomberg Beta"
HMD Global,1000000000,5/21/2018,Mobile & telecommunications,Espoo,Finland,Europe,2016,330000000,Ginko Ventures
ReliaQuest,1000000000,12/1/2021,Cybersecurity,Tampa,United States,North America,2007,330000000,"KKR, FTV Capital, Ten Eleven Ventures"
Womai,1000000000,10/12/2015,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,330000000,"SAIF Partners China, Baidu, IDG Capital"
Zenoti,2000000000,12/15/2020,Internet software & services,Bellevue,United States,North America,2010,331000000,"Norwest Venture Partners, Accel, Tiger Global Management"
ShipBob,1000000000,6/29/2021,"Supply chain, logistics, & delivery",Chicago,United States,North America,2014,331000000,"Hyde Park Venture Partners, FundersClub, Bain Capital Ventures"
Figma,10000000000,4/30/2020,Internet software & services,San Francisco,United States,North America,2012,333000000,"Index Ventures, Greylock Partners, Kleiner Perkins Caufield & Byers"
Contentful,3000000000,7/28/2021,Internet software & services,Berlin,Germany,Europe,2013,333000000,"Balderton Capital, General Catalyst, Tiger Global Management"
Kopi Kenangan,1000000000,12/27/2021,Consumer & retail,Jakarta,Indonesia,Asia,2017,333000000,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Ironclad,3000000000,1/18/2022,Internet software & services,Sacramento,United States,North America,2014,334000000,"Accel, Sequoia Capital, Y Combinator"
Algolia,2000000000,7/28/2021,Internet software & services,San Francisco,United States,North America,2012,334000000,"Accel, Alven Capital, Storm Ventures"
Webflow,4000000000,1/13/2021,Internet software & services,San Francisco,United States,North America,2012,335000000,"Accel, Silversmith Capital Partners, capitalG"
Betterment,1000000000,9/29/2021,Fintech,New York,United States,North America,2010,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis"
Loadsmart,1000000000,2/1/2022,"Supply chain, logistics, & delivery",New York,United States,North America,2014,336000000,"Chromo Invest, Maersk Growth, BlackRock"
MadeiraMadeira,1000000000,1/7/2021,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,336000000,"Flybridge Capital Partners, SoftBank Group, Monashees+"
TechStyle Fashion Group,1000000000,8/29/2014,E-commerce & direct-to-consumer,El Segundo,United States,North America,2010,336000000,"Matrix Partners, Passport Capital, Rho Ventures"
Inari,1000000000,5/12/2021,Other,Cambridge,United States,North America,2016,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai"
Oda,1000000000,6/2/2021,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,337000000,"Kinnevik, Softbank Group, Prosus Ventures"
Human Interest,1000000000,8/4/2021,Fintech,San Francisco,United States,North America,2015,337000000,"Wing Venture Capital, Slow Ventures, Uncork Capital"
TradingView,3000000000,10/14/2021,Fintech,Westerville,United States,North America,2011,339000000,"Tiger Global Management, Insight Partners, Jump Capital"
Zilch,2000000000,11/10/2021,Fintech,London,United Kingdom,Europe,2018,339000000,"Gauss Ventures, Ventura Capital, dmg ventures"
Guideline,1000000000,6/16/2021,Fintech,San Mateo,United States,North America,2015,339000000,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
MindMaze,2000000000,1/28/2016,Health,Lausanne,Switzerland,Europe,2012,340000000,Hinduja Group
Zeta,2000000000,5/24/2021,Fintech,San Francisco,United States,North America,2015,340000000,"Sodexo Ventures, SoftBank Group"
Sennder,1000000000,1/14/2021,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,340000000,"Accelm Scania Growth Capital, Lakestar"
Skydio,1000000000,2/25/2021,"Supply chain, logistics, & delivery",Redwood City,United States,North America,2014,340000000,"Andreessen Horowitz, Andreessen Horowitz, Institutional Venture Partners, Accel"
Aviatrix,2000000000,9/8/2021,Internet software & services,Santa Clara,United States,North America,2014,341000000,"Ignition Partners, Formation 8, CRV"
Iterable,2000000000,6/15/2021,Internet software & services,San Francisco,United States,North America,2013,342000000,"CRV, Blue Cloud Ventures, Index Ventures"
Notion Labs,10000000000,4/1/2020,Internet software & services,San Francisco,United States,North America,2016,343000000,"Index Ventures, Draft Ventures, Felicis Ventures"
LifeMiles,1000000000,7/13/2015,Other,Bogota,Colombia,South America,2011,344000000,Advent International
CloudWalk,2000000000,9/8/2021,Fintech,Sao Paulo,Brazil,South America,2015,345000000,"Plug and Play Ventures, Valor Capital Group, DST Global"
Merama,1000000000,12/9/2021,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital"
Nexthink,1000000000,2/8/2021,Data management & analytics,Prilly,Switzerland,Europe,2004,346000000,"Auriga, Galeo Ventures, Highland Europe"
Qumulo,1000000000,7/16/2020,Data management & analytics,Seattle,United States,North America,2012,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners"
InVision,2000000000,11/1/2017,Internet software & services,New York,United States,North America,2011,349000000,"FirstMark Capital, Tiger Global Management, ICONIQ Capital"
Globalization Partners,4000000000,1/24/2022,Internet software & services,Boston,United States,North America,2012,350000000,"Vista Equity Partners, Wincove, TDR Capital"
Flash Express,1000000000,2/1/2021,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,350000000,"SCB 10X, Krungsri Finnovate, eWTP Capital"
Calendly,3000000000,1/26/2021,Internet software & services,Atlanta,United States,North America,2013,351000000,"ICONIQ Capital, OpenView Venture Partners"
Diamond Foundry,2000000000,3/29/2021,Other,San Francisco,United States,North America,2012,351000000,"Fashion Tech Lab, Fidelity Investments, Vast Ventures"
Applied Intuition,4000000000,10/22/2020,Data management & analytics,Sunnyvale,United States,North America,2017,352000000,"Andreessen Horowitz, Lux Capital, General Catalyst"
Vectra Networks,1000000000,4/29/2021,Artificial intelligence,San Jose,United States,North America,2011,352000000,"IA Ventures, Khosla Ventures, AME Cloud Ventures"
BlackBuck,1000000000,7/22/2021,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,352000000,"Accel, Sands Capital, International Finance Corporation"
PatSnap,1000000000,3/16/2021,Internet software & services,,Singapore,Asia,2007,352000000,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Redis Labs,2000000000,8/25/2020,Data management & analytics,Mountain View,United States,North America,2011,356000000,"Viola Ventures, Dell Technologies Capital, Bain Capital Ventures"
Pendo,3000000000,10/17/2019,Internet software & services,Raleigh,United States,North America,2013,357000000,"Contour Venture Partners, Battery Ventures, Core Capital Partners"
Dragos,2000000000,10/28/2021,Cybersecurity,Hanover,United States,North America,2016,358000000,"DataTribe, Energy Impact Partners, AllegisCyber Capital"
FlashEx,1000000000,8/27/2018,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,359000000,"Prometheus Capital, Matrix Partners China, JD Capital Management"
ActiveCampaign,3000000000,4/21/2021,Internet software & services,Chicago,United States,North America,2003,360000000,"Silversmith Capital Partners, Susquehanna Growth Equity, Tiger Global Management"
Unisound,1000000000,7/19/2018,Artificial intelligence,Beijing,China,Asia,2012,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures"
TangoMe,1000000000,3/20/2014,Mobile & telecommunications,Mountain View,United States,North America,2009,361000000,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
Bordrin Motors,1000000000,6/3/2019,Auto & transportation,Shanghai,China,Asia,2016,362000000,"China Grand Prosperity Investment, CSC Group"
Groq,1000000000,4/14/2021,Artificial intelligence,Mountain View,United States,North America,2016,362000000,"TDK Ventures, Social Capital, D1 Capital Partners"
Alan,2000000000,4/19/2021,Fintech,Paris,France,Europe,2016,364000000,"Index Ventures, Temasek, Portag3 Ventures"
Roofstock,2000000000,3/10/2022,Fintech,Oakland,United States,North America,2015,365000000,"Khosla Ventures, Bain Capital Ventures, Lightspeed Venture Partners"
Unqork,2000000000,10/6/2020,Fintech,New York,United States,North America,2017,365000000,"Blackrock, capitalG, World Lab Innovation"
Helium Systems,1000000000,2/22/2022,Internet software & services,San Francisco,United States,North America,2013,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture"
SiFive,3000000000,3/16/2022,Hardware,San Mateo,United States,North America,2015,366000000,"Sutter Hill Ventures, Osage University Partners, Spark Capital"
Chainalysis,4000000000,11/23/2020,Fintech,New York,United States,North America,2014,367000000,"Addition, Benhcmark, Accel"
Koudai,1000000000,10/23/2014,E-commerce & direct-to-consumer,Beijing,China,Asia,2010,368000000,"New Enterprise Associates, Tiger Global management, Tencent"
Wacai,1000000000,7/18/2018,Mobile & telecommunications,Hangzhou,China,Asia,2009,369000000,"Qiming Venture Partners, China Broadband Capital, CDH Investments"
NotCo,2000000000,7/26/2021,Artificial Intelligence,Santiago,Chile,South America,2015,370000000,"Kaszek Ventures, SOSV, Tiger Global Management"
Divvy Homes,2000000000,8/13/2021,Fintech,San Francisco,United States,North America,2017,370000000,"Andreessen Horowitz, Caffeinated Capital, SciFi VC"
PPRO,1000000000,1/19/2021,Fintech,London,United Kingdom,Europe,2006,370000000,"Wellington Management, Eurazeo, Citi Ventures"
Icertis,5000000000,7/17/2019,Artificial intelligence,Bellevue,United States,North America,2009,371000000,"Eight Roads Ventures, Greycroft, Ignition Partners"
Urban Company,2000000000,4/27/2021,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2014,371000000,"VY Capital, Accel, Elevation Capital"
SnapLogic,1000000000,12/13/2021,Internet software & services,San Mateo,United States,North America,2006,371000000,"Andreessen Horowitz, Triangle Peak Partners, Ignition Partners"
Virta Health,2000000000,12/2/2020,Health,San Francisco,United States,North America,2015,373000000,"Caffeinated Capital, Obvious Ventures, Venrock"
ZocDoc,2000000000,8/20/2015,Health,New York,United States,North America,2007,374000000,"Founders Fund, Khosla Ventures, Goldman Sachs"
ZongMu Technology,11000000000,6/3/2021,Auto & transportation,Shanghai,China,Asia,2013,376000000,"LTW Capital, Legend Capital, Qualcomm Ventures"
Mobile Premier League,2000000000,9/15/2021,Internet software & services,Bengaluru,India,Asia,2018,376000000,"Sequoia Capital India, RTP Global, Go-Ventures"
Tarana Wireless,1000000000,3/23/2022,Mobile & telecommunications,Milpitas,United States,North America,2009,376000000,"Prime Movers Lab, Khosla Ventures, I Squared Capital"
Bitso,2000000000,5/5/2021,Fintech,Mexico City,Mexico,North America,2014,378000000,"Pantera Capital, QED Investors, Coinbase Ventures"
Konfio,1000000000,9/29/2021,Fintech,Mexico City,Mexico,North America,2013,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation"
Guild Education,4000000000,11/13/2019,Internet software & services,Denver,United States,North America,2015,379000000,"General Atlantic, Blackstone, ICONIQ Growth"
Innovaccer,3000000000,2/19/2021,Health,San Francisco,United States,North America,2014,379000000,"M12, WestBridge Capital, Lightspeed Venture Partners"
Zhaogang,1000000000,6/29/2017,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,379000000,"K2 Ventures, Matrix Partners China, IDG Capital"
ASAPP,2000000000,5/19/2021,Artificial intelligence,New York,United States,North America,2014,380000000,"March Capital Partners, HOF Capital, Emergence Capital Partners"
Rohlik,1000000000,7/1/2021,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,380000000,"Partech Partners, Index Ventures, Quadrille Capital"
Flock Safety,4000000000,7/13/2021,Hardware,Atlanta,United States,North America,2017,381000000,"Matrix Partners, Initialized Capital, Tiger Global Management"
Andela,2000000000,9/29/2021,Internet software & services,New York,United States,North America,2014,381000000,"Spark Capital, Google Ventures, CRE Venture Capital"
Devo,2000000000,10/26/2021,Data management & analytics,Cambridge,United States,North America,2011,381000000,"Insight Partners, Kibo Ventures, Bessemer Venture Partners"
Clip,2000000000,6/10/2021,Fintech,Mexico City,Mexico,North America,2012,381000000,"Alta Ventures Mexico, General Atlantic, SoftBank Group"
VideoAmp,1000000000,10/21/2021,Internet software & services,Los Angeles,United States,North America,2014,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners"
GrubMarket,1000000000,9/14/2021,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,382000000,"GGV Capital, BlackRock, ACE & Company"
GupShup,1000000000,4/8/2021,Internet software & services,San Francisco,United States,North America,2011,384000000,"Helion Venture Partners, Tiger Global management, CRV"
Clio,2000000000,4/27/2021,Internet software & services,Burnaby,Canada,North America,2008,386000000,"OMERS Private Equity, T. Rowe Price, Technology Crossover Ventures"
Beisen,1000000000,5/11/2021,Internet software & services,Beijing,China,Asia,2002,388000000,"Matrix Partners China, Sequoia Capital China, Genesis Capital"
Yunxuetang,1000000000,3/29/2021,Edtech,Suzhou,China,Asia,2011,389000000,"Matrix Partners China, Sequoia Capital China, Hundreds Capital"
Fenbi Education,2000000000,2/7/2021,Edtech,Beijing,China,Asia,2015,390000000,"Trustbridge Partners, Hony Capital, IDG Capital"
Exabeam,2000000000,6/1/2021,Cybersecurity,Foster City,United States,North America,2013,390000000,"Norwest Venture Partners, Aspect Ventures, Lightspeed Venture Partners"
Signifyd,1000000000,4/15/2021,Fintech,San Jose,United States,North America,2011,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures"
CargoX,1000000000,10/21/2021,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,390000000,"Valor Capital Group, Lightrock, Softbank Group"
Fiture,1000000000,4/14/2021,Health,Chengdu,China,Asia,2019,391000000,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
Groww,3000000000,4/7/2021,Fintech,Bengaluru,India,Asia,2017,393000000,"Tiger Global Management, Sequoia Capital India, Ribbit Capital"
Ynsect,1000000000,2/21/2019,Other,Evry,France,Europe,2011,393000000,"Astanor Ventures, Upfront Ventures, IDInvest Partners"
Modernizing Medicine,1000000000,5/10/2017,Health,Boca Raton,United States,North America,2010,394000000,"Warburg Pincus, Summit Partners, Sands Capital"
ECARX,1000000000,10/26/2020,Auto & transportation,Wuhan,China,Asia,2016,394000000,"Geely, SIG Asia Investments, China State Capital Venture Capital Fund"
Axonius,3000000000,3/1/2021,Cybersecurity,New York,United States,North America,2017,395000000,"Vertex Ventures Israel, Bessemer Venture Partners, Emerge"
TELD,1000000000,12/16/2019,Fintech,Qingdao,China,Asia,2014,396000000,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
Omio,1000000000,10/23/2018,Travel,Berlin,Germany,Europe,2013,396000000,"Lakestar, Battery Ventures, New Enterprise Associates"
WEMAKEPRICE,2000000000,9/9/2015,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2009,397000000,"IMM Investment, NXC"
Eightfold.ai,2000000000,10/27/2020,Internet software & services,Santa Clara,United States,North America,2016,397000000,"Foundation Capital, Institutional Venture Partners, General Catalyst"
BlockDaemon,3000000000,9/21/2021,Fintech,Los Angeles,United States,North America,2016,398000000,"BOLDstart Ventures, Lerer Hippeau, Kenetic Capital"
Skims,3000000000,4/9/2021,E-commerce & direct-to-consumer,Los Angeles,United States,North America,2019,399000000,"Thrive Capital, Alliance Consumer Growth, Imaginary Ventures"
Flock Freight,1000000000,10/20/2021,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,399000000,"SignalFire, GLP Capital Partners, Google Ventures"
Grammarly,13000000000,10/10/2019,Internet software & services,San Francisco,United States,North America,2009,400000000,"General Catalyst, Institutional Venture Partners, Breyer Capital"
Dialpad,2000000000,10/6/2020,Internet software & services,San Francisco,United States,North America,2011,400000000,"Andreessen Horowitz, Google Ventures, Section 32"
BitSight Technologies,2000000000,9/13/2021,Cybersecurity,Boston,United States,North America,2013,401000000,"Menlo Ventures, GGV Capital, Flybridge Capital Partners"
YITU Technology,2000000000,3/8/2018,Artificial intelligence,Shanghai,China,Asia,2012,401000000,"Sequoia Capital China, Banyan Capital"
Current,2000000000,4/27/2021,Fintech,New York,United States,North America,2015,402000000,"Expa, QED Investors, Foundation Capital"
solarisBank,2000000000,7/13/2021,Fintech,Berlin,Germany,Europe,2016,403000000,"Yabeo Capital, SBI Investment, Vulcan Capital"
DispatchHealth,2000000000,3/3/2021,Health,Denver,United States,North America,2013,403000000,"Alta Partners, Questa Capital, Echo Health Venturesl"
Thought Machine,1000000000,11/29/2021,Fintech,London,United Kingdom,Europe,2014,403000000,"British Patient Capital, SEB Venture Capital, IQ Capital"
Whoop,4000000000,10/28/2020,E-commerce & direct-to-consumer,Boston,United States,North America,2012,404000000,"NextView Ventures, Promus Ventures, Two Sigma Ventures"
Fundbox,1000000000,11/30/2021,Fintech,San Francisco,United States,North America,2013,404000000,"Khosla Ventures, General Catalyst, Blumberg Capital"
Better.com,6000000000,11/10/2020,Fintech,New York,United States,North America,2018,405000000,"Pine Brook, American Express Ventures, Kleiner Perkins Caufield & Byers"
CAIS,1000000000,1/11/2022,Fintech,New York,United States,North America,2009,406000000,"Franklin Templeton, Motive Partners, Apollo Global Management"
